customer_id,Recency,Frequency,Monetary,Cluster,Segment
6724509,19,3,2361.9300000000003,3,Loyal Customers
6756256,141,3,2011.52,3,Loyal Customers
6812439,112,3,1612.32,3,Loyal Customers
6853981,317,1,1300.4,1,At Risk Customers
6856445,463,2,2987.0099999999998,1,At Risk Customers
6867315,320,2,1640.7200000000003,1,At Risk Customers
6959437,31,3,2967.87,3,Loyal Customers
6982488,1,3,3935.34,3,Loyal Customers
6992801,171,1,1937.88,2,Regular Customers
7076456,455,2,3755.62,1,At Risk Customers
7228206,151,4,5842.9800000000005,0,Premium Customers
7288562,50,3,2309.29,3,Loyal Customers
7333934,194,3,1947.76,3,Loyal Customers
7378768,395,2,1495.13,1,At Risk Customers
7522036,454,1,139.85999999999999,1,At Risk Customers
7551173,288,1,58.59,1,At Risk Customers
7591711,320,4,2901.36,3,Loyal Customers
7687234,466,1,176.86,1,At Risk Customers
7728406,132,5,5168.7,0,Premium Customers
8025622,106,3,2392.61,3,Loyal Customers
8073518,506,1,1538.48,1,At Risk Customers
8138417,479,1,710.8499999999999,1,At Risk Customers
8164639,175,2,1866.22,2,Regular Customers
8228843,279,3,3121.09,3,Loyal Customers
8241122,107,4,889.72,3,Loyal Customers
8351747,406,3,1539.69,1,At Risk Customers
8361353,222,2,1979.41,2,Regular Customers
8375298,420,2,2506.63,1,At Risk Customers
8383197,20,2,1837.94,2,Regular Customers
8384106,352,1,963.26,1,At Risk Customers
8395343,490,3,3823.56,1,At Risk Customers
8395610,203,2,760.35,2,Regular Customers
8513589,194,2,1165.8600000000001,2,Regular Customers
8536503,150,2,4673.700000000001,3,Loyal Customers
8628482,36,2,2662.44,3,Loyal Customers
8632679,398,1,508.0,1,At Risk Customers
8651281,146,4,4598.36,0,Premium Customers
8733344,70,2,5284.530000000001,3,Loyal Customers
8791577,22,8,6844.42,0,Premium Customers
8817168,457,1,551.28,1,At Risk Customers
8881320,7,2,317.88,2,Regular Customers
8886587,123,1,560.7,2,Regular Customers
8955057,121,3,2770.0899999999997,3,Loyal Customers
9048817,226,1,1738.44,2,Regular Customers
9097480,4,2,2438.44,2,Regular Customers
9105829,347,2,737.32,1,At Risk Customers
9107360,118,3,3449.46,3,Loyal Customers
9195970,600,1,176.86,1,At Risk Customers
9246851,517,2,4774.929999999999,1,At Risk Customers
9274874,72,6,5650.36,0,Premium Customers
9278983,39,5,5067.05,0,Premium Customers
9314637,319,2,2772.46,1,At Risk Customers
9347990,18,2,4457.91,3,Loyal Customers
9401406,56,3,2956.32,3,Loyal Customers
9419030,200,1,1458.84,2,Regular Customers
9423628,582,1,715.72,1,At Risk Customers
9450435,174,3,4723.08,3,Loyal Customers
9551011,420,1,1713.78,1,At Risk Customers
9573071,111,4,2593.36,3,Loyal Customers
9641623,153,1,635.6,2,Regular Customers
9650263,121,2,675.35,2,Regular Customers
9738801,251,4,4626.3099999999995,0,Premium Customers
9796585,7,2,1847.28,2,Regular Customers
9981089,308,2,3201.25,3,Loyal Customers
9987182,29,4,5108.85,0,Premium Customers
10019218,166,4,3090.02,3,Loyal Customers
10038382,300,2,3803.15,3,Loyal Customers
10048910,42,5,4650.110000000001,0,Premium Customers
10088428,34,1,2719.62,2,Regular Customers
10210309,117,1,369.28,2,Regular Customers
10225164,141,2,1140.14,2,Regular Customers
10240052,63,2,1410.71,2,Regular Customers
10418604,216,3,2006.08,3,Loyal Customers
10508763,210,2,2748.24,3,Loyal Customers
10524732,468,3,3629.21,1,At Risk Customers
10541231,16,2,1198.0,2,Regular Customers
10562528,20,7,3984.89,0,Premium Customers
10605484,319,2,2440.01,1,At Risk Customers
10608845,405,1,264.89,1,At Risk Customers
10663246,157,2,2245.23,2,Regular Customers
10683250,263,2,2690.99,3,Loyal Customers
10686446,223,1,636.42,2,Regular Customers
10694081,27,1,332.84,2,Regular Customers
10700664,263,3,6494.97,0,Premium Customers
10729474,522,2,1865.0300000000002,1,At Risk Customers
10745302,352,1,98.32,1,At Risk Customers
10769994,332,2,1411.26,1,At Risk Customers
10789681,169,1,1937.88,2,Regular Customers
10796846,561,1,359.98,1,At Risk Customers
10797688,269,1,109.03,2,Regular Customers
10830043,484,1,1300.4,1,At Risk Customers
10855630,141,2,3030.4700000000003,3,Loyal Customers
10857389,38,4,6590.65,0,Premium Customers
10945990,14,2,1306.1299999999999,2,Regular Customers
10951674,215,2,2103.5,2,Regular Customers
11047835,67,4,2805.8500000000004,3,Loyal Customers
11063505,8,2,1563.16,2,Regular Customers
11071601,112,2,173.44,2,Regular Customers
11082181,257,1,1632.76,2,Regular Customers
11143197,148,4,3743.84,3,Loyal Customers
11202130,105,4,6164.42,0,Premium Customers
11228463,171,1,247.48,2,Regular Customers
11254582,199,3,1860.6100000000001,3,Loyal Customers
11387110,294,1,1344.48,1,At Risk Customers
11389698,476,3,477.52,1,At Risk Customers
11446157,193,5,4110.35,0,Premium Customers
11470681,241,1,551.88,2,Regular Customers
11478478,28,6,4082.24,0,Premium Customers
11493300,420,1,2216.2200000000003,1,At Risk Customers
11493380,14,4,2912.86,3,Loyal Customers
11503405,479,1,537.24,1,At Risk Customers
11540364,354,1,404.07,1,At Risk Customers
11562458,331,2,448.91999999999996,1,At Risk Customers
11616535,136,4,5321.3099999999995,0,Premium Customers
11636968,49,2,3297.01,3,Loyal Customers
11705793,204,2,842.51,2,Regular Customers
11775073,96,1,422.23,2,Regular Customers
11928321,303,2,382.15,1,At Risk Customers
12059049,106,4,6416.26,0,Premium Customers
12077371,367,4,7548.969999999999,0,Premium Customers
12088552,543,2,1009.38,1,At Risk Customers
12090436,37,1,1072.26,2,Regular Customers
12141418,350,1,510.7,1,At Risk Customers
12184293,441,1,1706.8200000000002,1,At Risk Customers
12272282,29,5,9924.84,0,Premium Customers
12277039,118,4,1001.24,3,Loyal Customers
12302179,453,1,1953.1,1,At Risk Customers
12305040,40,3,4140.6900000000005,3,Loyal Customers
12338529,10,3,3229.9800000000005,3,Loyal Customers
12402437,236,2,2975.6600000000003,3,Loyal Customers
12415659,116,1,340.36,2,Regular Customers
12455156,171,3,2583.68,3,Loyal Customers
12469338,223,2,2528.25,3,Loyal Customers
12500465,370,2,2314.12,1,At Risk Customers
12507907,459,2,4113.450000000001,1,At Risk Customers
12574626,10,3,3795.5499999999997,3,Loyal Customers
12622901,238,2,5155.2,3,Loyal Customers
12655794,447,1,1268.6100000000001,1,At Risk Customers
12695670,490,2,498.17,1,At Risk Customers
12755730,195,3,1415.44,3,Loyal Customers
12769552,123,1,48.55,2,Regular Customers
12778027,328,2,219.75,1,At Risk Customers
12799092,39,3,3355.14,3,Loyal Customers
12814732,10,2,1514.0700000000002,2,Regular Customers
12832151,42,7,8841.11,0,Premium Customers
12851610,41,5,7019.26,0,Premium Customers
12867472,192,2,1344.73,2,Regular Customers
12967305,469,3,3744.37,1,At Risk Customers
12988801,268,2,2066.13,2,Regular Customers
13071673,124,2,3096.4900000000002,3,Loyal Customers
13122744,387,1,799.46,1,At Risk Customers
13130974,289,1,801.84,1,At Risk Customers
13164195,56,4,4095.21,0,Premium Customers
13189939,20,4,4292.58,0,Premium Customers
13197985,77,1,1441.9,2,Regular Customers
13251137,72,5,6790.4400000000005,0,Premium Customers
13265605,529,1,247.48,1,At Risk Customers
13284996,569,1,1553.31,1,At Risk Customers
13383642,113,3,2382.54,3,Loyal Customers
13415362,533,1,2496.18,1,At Risk Customers
13424885,449,1,728.73,1,At Risk Customers
13455530,268,3,1250.2,3,Loyal Customers
13461704,353,1,791.0999999999999,1,At Risk Customers
13462905,113,1,781.08,2,Regular Customers
13465850,266,3,3855.75,3,Loyal Customers
13492411,196,2,3640.96,3,Loyal Customers
13494314,119,2,2068.96,2,Regular Customers
13567338,400,1,558.24,1,At Risk Customers
13581527,149,3,2018.06,3,Loyal Customers
13585482,38,3,3711.16,3,Loyal Customers
13604883,81,7,5514.04,0,Premium Customers
13651980,195,2,511.96000000000004,2,Regular Customers
13760839,148,5,9113.99,0,Premium Customers
13796199,276,3,2319.92,3,Loyal Customers
13871547,227,2,2209.77,2,Regular Customers
13963450,325,1,621.38,1,At Risk Customers
14006996,221,2,1110.82,2,Regular Customers
14161586,52,2,613.3100000000001,2,Regular Customers
14207332,145,2,295.17,2,Regular Customers
14255231,142,2,1439.62,2,Regular Customers
14272050,324,2,1063.42,1,At Risk Customers
14275043,196,1,1754.86,2,Regular Customers
14294171,10,1,2174.52,2,Regular Customers
14330483,88,2,2218.16,2,Regular Customers
14367270,32,2,2711.9500000000003,3,Loyal Customers
14428954,293,3,3269.96,3,Loyal Customers
14458150,414,2,1235.4,1,At Risk Customers
14472401,134,4,9275.73,0,Premium Customers
14479168,78,2,1458.8600000000001,2,Regular Customers
14632090,54,3,6970.17,0,Premium Customers
14693393,84,2,620.92,2,Regular Customers
14705462,5,2,2762.86,3,Loyal Customers
14839726,280,2,578.02,1,At Risk Customers
14940427,57,3,630.79,2,Regular Customers
14944819,318,2,1648.6200000000001,1,At Risk Customers
14974554,418,2,3072.15,1,At Risk Customers
14991661,109,2,2720.32,3,Loyal Customers
15043066,578,1,1849.3500000000001,1,At Risk Customers
15066187,67,3,3436.7400000000002,3,Loyal Customers
15144290,66,3,3567.69,3,Loyal Customers
15345667,269,1,563.45,2,Regular Customers
15391556,524,1,267.61,1,At Risk Customers
15417130,269,1,204.88,2,Regular Customers
15484407,15,3,1952.8799999999999,3,Loyal Customers
15487049,118,2,3470.99,3,Loyal Customers
15529446,465,2,2879.88,1,At Risk Customers
15534747,416,2,3720.56,1,At Risk Customers
15568831,437,2,2527.89,1,At Risk Customers
15599514,498,1,1329.51,1,At Risk Customers
15631726,49,3,3071.09,3,Loyal Customers
15661674,555,2,4185.45,1,At Risk Customers
15661901,15,2,3058.38,3,Loyal Customers
15733078,46,1,691.74,2,Regular Customers
15796277,462,1,972.69,1,At Risk Customers
15808945,12,4,4044.03,0,Premium Customers
15830066,74,4,4174.99,0,Premium Customers
15897933,219,1,877.43,2,Regular Customers
15931134,317,2,1246.6799999999998,1,At Risk Customers
16082651,118,2,1594.1,2,Regular Customers
16230299,376,1,296.94,1,At Risk Customers
16256136,232,2,3044.01,3,Loyal Customers
16341776,534,1,728.73,1,At Risk Customers
16359370,325,1,1813.08,1,At Risk Customers
16376189,518,1,489.09000000000003,1,At Risk Customers
16379942,197,4,3365.58,3,Loyal Customers
16400639,15,2,1256.23,2,Regular Customers
16410155,75,3,4529.08,3,Loyal Customers
16420489,238,5,4407.54,0,Premium Customers
16424635,211,3,3090.7300000000005,3,Loyal Customers
16436359,103,2,1643.5600000000002,2,Regular Customers
16448993,430,1,2186.19,1,At Risk Customers
16484167,578,1,84.2,1,At Risk Customers
16485871,331,1,127.16,1,At Risk Customers
16543242,25,5,5515.87,0,Premium Customers
16561710,156,4,5342.15,0,Premium Customers
16617201,179,1,1323.6,2,Regular Customers
16640907,574,1,139.85999999999999,1,At Risk Customers
16780752,419,1,386.92,1,At Risk Customers
16785724,318,3,1959.8,3,Loyal Customers
17106161,588,1,281.73,1,At Risk Customers
17132416,475,2,2414.6,1,At Risk Customers
17159117,355,2,2687.85,1,At Risk Customers
17201639,407,1,652.5,1,At Risk Customers
17287733,183,2,2135.91,2,Regular Customers
17341194,257,2,2090.96,2,Regular Customers
17390673,36,2,1478.1599999999999,2,Regular Customers
17392512,36,1,2731.32,2,Regular Customers
17521263,323,1,864.3,1,At Risk Customers
17597449,124,5,3516.45,0,Premium Customers
17675915,280,1,326.06,1,At Risk Customers
17681645,170,1,2827.11,2,Regular Customers
17696094,532,1,354.52,1,At Risk Customers
17749347,17,2,3260.06,3,Loyal Customers
17805991,47,8,7604.13,0,Premium Customers
17843667,31,1,101.28,2,Regular Customers
17929886,82,2,1284.35,2,Regular Customers
17939362,412,1,633.75,1,At Risk Customers
18035010,79,2,1698.5,2,Regular Customers
18082040,160,3,4260.79,3,Loyal Customers
18113428,329,4,3572.7,3,Loyal Customers
18140588,305,2,1452.27,1,At Risk Customers
18170800,532,1,1774.96,1,At Risk Customers
18199057,12,2,660.24,2,Regular Customers
18229949,114,1,688.14,2,Regular Customers
18256339,71,3,2807.34,3,Loyal Customers
18259715,69,4,3521.5,3,Loyal Customers
18326028,132,1,537.24,2,Regular Customers
18394558,96,2,2757.94,3,Loyal Customers
18465047,28,4,8239.17,0,Premium Customers
18567760,74,3,2590.7200000000003,3,Loyal Customers
18642306,30,3,4872.8,3,Loyal Customers
18791381,15,4,6209.4,0,Premium Customers
18889370,399,2,1258.5500000000002,1,At Risk Customers
18935489,327,3,3037.88,3,Loyal Customers
18940384,162,1,13.25,2,Regular Customers
18986315,130,1,46.62,2,Regular Customers
19067680,283,3,4374.07,3,Loyal Customers
19080489,209,2,2242.87,2,Regular Customers
19091057,204,3,1595.8400000000001,3,Loyal Customers
19145354,132,1,1783.2,2,Regular Customers
19179897,86,1,122.10000000000001,2,Regular Customers
19180962,57,5,3783.09,0,Premium Customers
19182548,191,3,3429.38,3,Loyal Customers
19216141,89,4,2796.19,3,Loyal Customers
19259955,290,4,2790.94,3,Loyal Customers
19275474,459,2,1575.31,1,At Risk Customers
19375332,37,2,2214.56,2,Regular Customers
19393135,147,1,160.07,2,Regular Customers
19400174,492,1,831.1,1,At Risk Customers
19425804,151,2,2358.12,2,Regular Customers
19482392,39,4,6164.050000000001,0,Premium Customers
19523014,12,3,1769.2,3,Loyal Customers
19523856,83,1,695.82,2,Regular Customers
19556566,158,2,765.6600000000001,2,Regular Customers
19581959,344,2,1029.79,1,At Risk Customers
19682060,355,3,1469.17,1,At Risk Customers
19705695,36,1,715.72,2,Regular Customers
19741509,90,4,3426.57,3,Loyal Customers
19771128,503,1,890.96,1,At Risk Customers
20122449,117,1,1571.34,2,Regular Customers
20148223,139,6,7858.639999999999,0,Premium Customers
20163931,57,6,4671.12,0,Premium Customers
20209237,347,2,2723.0800000000004,1,At Risk Customers
20238921,311,4,1972.39,3,Loyal Customers
20298398,88,5,8644.119999999999,0,Premium Customers
20310720,149,2,3652.32,3,Loyal Customers
20314691,81,1,483.05,2,Regular Customers
20343501,172,1,622.81,2,Regular Customers
20360447,459,1,439.24,1,At Risk Customers
20469626,206,1,1061.7,2,Regular Customers
20496835,318,2,1192.3600000000001,1,At Risk Customers
20517871,576,1,2731.32,1,At Risk Customers
20625627,515,2,1273.54,1,At Risk Customers
20634789,255,3,3244.6800000000003,3,Loyal Customers
20689141,449,2,851.5,1,At Risk Customers
20834589,8,3,5230.87,0,Premium Customers
20835909,368,1,671.68,1,At Risk Customers
20940403,285,3,2565.5299999999997,3,Loyal Customers
20951294,412,1,22.04,1,At Risk Customers
20956158,215,6,7396.76,0,Premium Customers
21201299,174,4,3238.76,3,Loyal Customers
21270783,106,1,1249.9499999999998,2,Regular Customers
21282544,379,3,4712.64,3,Loyal Customers
21409946,31,3,2110.87,3,Loyal Customers
21425168,430,3,2670.9300000000003,1,At Risk Customers
21432404,418,1,339.76,1,At Risk Customers
21456226,559,1,864.3,1,At Risk Customers
21461764,129,4,1871.9399999999998,3,Loyal Customers
21481338,23,2,3294.48,3,Loyal Customers
21573815,118,5,4078.75,0,Premium Customers
21577948,512,3,1867.1,1,At Risk Customers
21597477,152,4,4704.63,0,Premium Customers
21658322,269,5,2932.52,3,Loyal Customers
21677923,153,3,1881.23,3,Loyal Customers
21697638,332,4,1415.02,3,Loyal Customers
21701991,62,7,7437.17,0,Premium Customers
21779155,562,1,1597.71,1,At Risk Customers
21784094,294,1,906.54,1,At Risk Customers
21786873,125,2,1357.8,2,Regular Customers
21809858,7,2,1998.95,2,Regular Customers
21866852,209,2,598.51,2,Regular Customers
21948041,109,3,2712.16,3,Loyal Customers
22020776,40,1,422.5,2,Regular Customers
22036818,386,2,2245.24,1,At Risk Customers
22047134,54,3,2856.05,3,Loyal Customers
22054087,240,3,3786.97,3,Loyal Customers
22076522,49,4,1954.45,3,Loyal Customers
22077605,243,2,3732.18,3,Loyal Customers
22081691,155,3,3263.34,3,Loyal Customers
22112867,277,3,1501.3200000000002,3,Loyal Customers
22133362,86,2,3364.1099999999997,3,Loyal Customers
22161071,425,1,941.19,1,At Risk Customers
22210238,172,6,5683.200000000001,0,Premium Customers
22227829,213,2,1582.6599999999999,2,Regular Customers
22293666,110,2,2091.6000000000004,2,Regular Customers
22321208,440,4,5382.18,0,Premium Customers
22358567,15,2,3939.54,3,Loyal Customers
22483684,14,3,2959.7400000000002,3,Loyal Customers
22524981,321,1,791.0999999999999,1,At Risk Customers
22571994,600,1,1892.52,1,At Risk Customers
22613559,470,1,118.94999999999999,1,At Risk Customers
22694456,26,5,5803.74,0,Premium Customers
22738465,70,3,1578.63,3,Loyal Customers
22800586,244,4,9237.24,0,Premium Customers
22822088,8,1,979.26,2,Regular Customers
22846435,46,1,820.9,2,Regular Customers
22851478,304,2,2325.1300000000006,1,At Risk Customers
22915611,527,3,3523.43,1,At Risk Customers
22931642,454,1,390.03,1,At Risk Customers
22974816,410,1,432.0,1,At Risk Customers
23081177,206,2,3490.65,3,Loyal Customers
23098216,39,1,998.52,2,Regular Customers
23126356,175,3,683.22,2,Regular Customers
23126657,444,2,1763.79,1,At Risk Customers
23286884,242,2,805.44,2,Regular Customers
23348269,151,5,4033.4300000000003,0,Premium Customers
23380116,8,3,882.11,2,Regular Customers
23448955,297,1,282.56,1,At Risk Customers
23567263,91,1,2776.95,2,Regular Customers
23676689,441,3,1335.54,1,At Risk Customers
23755474,554,1,864.0,1,At Risk Customers
23794330,147,3,2789.2200000000003,3,Loyal Customers
23844919,96,2,2050.73,2,Regular Customers
23961725,328,1,1112.7,1,At Risk Customers
23976957,185,1,440.19,2,Regular Customers
23982977,139,2,2717.0,3,Loyal Customers
23984022,47,2,3266.64,3,Loyal Customers
23996221,457,1,1124.04,1,At Risk Customers
24000329,348,1,836.96,1,At Risk Customers
24043135,100,3,2050.88,3,Loyal Customers
24104630,79,2,3661.78,3,Loyal Customers
24137201,117,3,4966.75,3,Loyal Customers
24144240,105,5,5081.389999999999,0,Premium Customers
24153726,158,3,5326.97,0,Premium Customers
24308515,107,3,6533.429999999999,0,Premium Customers
24323106,206,2,2770.42,3,Loyal Customers
24337950,142,3,3359.6900000000005,3,Loyal Customers
24357425,103,2,4302.15,3,Loyal Customers
24456825,366,2,2190.21,1,At Risk Customers
24496983,472,2,2576.43,1,At Risk Customers
24517523,129,1,2746.3500000000004,2,Regular Customers
24621386,129,4,3036.06,3,Loyal Customers
24633671,248,2,2068.9,2,Regular Customers
24644542,94,3,2575.65,3,Loyal Customers
24745800,265,1,1571.34,2,Regular Customers
24821281,137,4,3315.99,3,Loyal Customers
24845814,342,2,1399.76,1,At Risk Customers
24896263,337,1,288.38,1,At Risk Customers
24988999,595,1,1380.16,1,At Risk Customers
25081012,436,2,946.75,1,At Risk Customers
25128143,283,7,10533.39,0,Premium Customers
25221501,22,2,1208.54,2,Regular Customers
25287111,200,1,1728.66,2,Regular Customers
25294147,290,1,132.27,1,At Risk Customers
25447967,304,1,1202.76,1,At Risk Customers
25526479,574,1,2776.95,1,At Risk Customers
25585013,285,3,1306.49,3,Loyal Customers
25587553,259,3,3583.2700000000004,3,Loyal Customers
25595836,56,2,2929.2400000000002,3,Loyal Customers
25641500,115,3,2977.4800000000005,3,Loyal Customers
25659794,317,1,738.74,1,At Risk Customers
25665997,118,1,129.14999999999998,2,Regular Customers
25706121,487,2,923.45,1,At Risk Customers
25713335,73,2,1294.63,2,Regular Customers
25722990,14,4,2791.37,3,Loyal Customers
25770577,223,3,2197.63,3,Loyal Customers
25795941,418,1,80.25,1,At Risk Customers
25829710,65,4,4667.41,0,Premium Customers
25850478,7,1,79.3,2,Regular Customers
25915909,91,1,88.18,2,Regular Customers
25977417,335,2,2247.56,1,At Risk Customers
26040510,346,3,3599.39,3,Loyal Customers
26199489,508,2,1194.35,1,At Risk Customers
26227445,194,1,404.07,2,Regular Customers
26245432,305,2,2094.4,1,At Risk Customers
26250082,183,1,697.53,2,Regular Customers
26285589,43,7,8418.36,0,Premium Customers
26303194,17,4,1857.3,3,Loyal Customers
26364643,37,1,394.78,2,Regular Customers
26412689,49,1,386.92,2,Regular Customers
26432512,496,1,2215.38,1,At Risk Customers
26521850,68,2,2283.26,2,Regular Customers
26592009,135,1,1656.6000000000001,2,Regular Customers
26716400,64,2,728.3000000000001,2,Regular Customers
26752630,325,3,1222.37,1,At Risk Customers
26805477,185,1,836.96,2,Regular Customers
26844216,54,5,4831.98,0,Premium Customers
26863280,94,2,1651.1799999999998,2,Regular Customers
26903313,164,2,1159.8899999999999,2,Regular Customers
26912171,82,2,2087.06,2,Regular Customers
26935187,469,2,3263.45,1,At Risk Customers
26936578,469,1,192.18,1,At Risk Customers
