product_id,product_name,category,brand,price,mrp,margin_percentage,shelf_life_days,min_stock_level,max_stock_level,profit_amount,cost_price
136533,Eggs,Dairy & Breakfast,"Raghavan, Magar and Shanker",826.21,1032.76,20,7,15,75,165.242,660.968
714999,Bread,Dairy & Breakfast,Kala Group,882.51,1103.14,20,7,27,81,176.502,706.008
382511,Butter,Dairy & Breakfast,Bora-Thakkar,702.54,878.17,20,7,26,88,140.508,562.032
15314,Cheese,Dairy & Breakfast,Banik-Ratta,578.85,723.56,20,7,30,91,115.77,463.08
67197,Butter,Dairy & Breakfast,Shetty-Bora,552.2,690.25,20,7,20,79,110.44,441.76
880510,Bread,Dairy & Breakfast,Roy-Char,951.43,1189.29,20,7,29,54,190.286,761.144
41853,Curd,Dairy & Breakfast,Handa PLC,910.44,1138.05,20,7,14,92,182.088,728.352
257719,Eggs,Dairy & Breakfast,Chaudhuri PLC,281.73,352.16,20,7,17,93,56.346,225.384
891833,Curd,Dairy & Breakfast,Mani PLC,493.19,616.49,20,7,11,69,98.638,394.552
741341,Eggs,Dairy & Breakfast,Prasad LLC,923.84,1154.8,20,7,13,62,184.768,739.072
500739,Bread,Dairy & Breakfast,Aggarwal Group,359.98,449.98,20,7,18,81,71.996,287.984
500633,Cereal,Dairy & Breakfast,Trivedi-Ahluwalia,154.5,193.12,20,7,24,87,30.9,123.6
799952,Cheese,Dairy & Breakfast,Padmanabhan-Virk,922.64,1153.3,20,7,13,66,184.528,738.112
798639,Eggs,Dairy & Breakfast,Subramaniam LLC,211.25,264.06,20,7,12,78,42.25,169
329351,Cheese,Dairy & Breakfast,"Lala, Kalita and Sathe",310.87,388.59,20,7,23,95,62.174,248.696
833557,Cereal,Dairy & Breakfast,"Gole, Chand and Dada",422.87,528.59,20,7,27,69,84.574,338.296
324809,Bread,Dairy & Breakfast,Sidhu PLC,608,760,20,7,26,76,121.6,486.4
337168,Eggs,Dairy & Breakfast,Dasgupta PLC,545.49,681.86,20,7,25,98,109.098,436.392
659290,Cheese,Dairy & Breakfast,Kapadia-D’Alia,319.34,399.17,20,7,18,66,63.868,255.472
883013,Eggs,Dairy & Breakfast,Chahal Group,989.88,1237.35,20,7,13,98,197.976,791.904
839170,Curd,Dairy & Breakfast,Shetty and Sons,481.63,602.04,20,7,11,59,96.326,385.304
455083,Butter,Dairy & Breakfast,Dutta Inc,959.01,1198.76,20,7,29,63,191.802,767.208
183929,Bread,Dairy & Breakfast,"Nagi, Sampath and Khurana",738.74,923.42,20,7,20,73,147.748,590.992
592784,Biscuits,Snacks & Munchies,"Andra, Mander and Kari",280.35,431.31,35,90,27,64,98.1225,182.2275
578097,Nuts,Snacks & Munchies,Jha Group,267.61,411.71,35,90,22,75,93.6635,173.9465
487065,Chips,Snacks & Munchies,Kadakia-Yadav,374.68,576.43,35,90,27,87,131.138,243.542
734789,Popcorn,Snacks & Munchies,"Chaudhari, Pant and Singh",395.82,608.95,35,90,22,66,138.537,257.283
949818,Biscuits,Snacks & Munchies,Yohannan Inc,483.05,743.15,35,90,21,76,169.0675,313.9825
690565,Cookies,Snacks & Munchies,"Roy, Seth and Patla",951.27,1463.49,35,90,15,56,332.9445,618.3255
961614,Chocolates,Snacks & Munchies,Goda Inc,227.22,349.57,35,90,26,99,79.527,147.693
361361,Biscuits,Snacks & Munchies,"Kunda, Dave and Sahni",826.21,1271.09,35,90,20,64,289.1735,537.0365
291238,Chocolates,Snacks & Munchies,"Sinha, Pau and Chhabra",746.03,1147.74,35,90,16,68,261.1105,484.9195
654623,Chips,Snacks & Munchies,Pradhan and Sons,422.14,649.45,35,90,18,76,147.749,274.391
313754,Biscuits,Snacks & Munchies,"Swaminathan, Mahal and Dara",136.6,210.15,35,90,25,67,47.81,88.79
563740,Chips,Snacks & Munchies,Mann-Kapadia,96.33,148.2,35,90,20,61,33.7155,62.6145
378230,Nuts,Snacks & Munchies,Kala-Vig,166.42,256.03,35,90,13,76,58.247,108.173
658389,Popcorn,Snacks & Munchies,"Chanda, Som and Vohra",152.55,234.69,35,90,22,68,53.3925,99.1575
990993,Chocolates,Snacks & Munchies,Guha-Subramaniam,263.7,405.69,35,90,22,61,92.295,171.405
762527,Biscuits,Snacks & Munchies,"Chad, Yohannan and Chopra",690.08,1061.66,35,90,23,71,241.528,448.552
952168,Popcorn,Snacks & Munchies,"Krishnamurthy, Sibal and Das",236.95,364.54,35,90,28,79,82.9325,154.0175
542300,Popcorn,Snacks & Munchies,Gulati-Tandon,255.35,392.85,35,90,11,66,89.3725,165.9775
602241,Nuts,Snacks & Munchies,Bahl-Pau,976.55,1502.38,35,90,12,75,341.7925,634.7575
587420,Cookies,Snacks & Munchies,Raj and Sons,357.42,549.88,35,90,22,50,125.097,232.323
491521,Nuts,Snacks & Munchies,Karpe Inc,556.35,855.92,35,90,28,98,194.7225,361.6275
914071,Chips,Snacks & Munchies,Datta Ltd,296.94,456.83,35,90,25,90,103.929,193.011
832348,Biscuits,Snacks & Munchies,Jani-Ram,831.43,1279.12,35,90,10,79,291.0005,540.4295
567671,Biscuits,Snacks & Munchies,Nagar LLC,418.48,643.82,35,90,12,90,146.468,272.012
481843,Chocolates,Snacks & Munchies,"Taneja, Kala and Kota",297.68,457.97,35,90,10,88,104.188,193.492
991434,Cookies,Snacks & Munchies,Mital-Oza,237.62,365.57,35,90,12,87,83.167,154.453
540618,Popcorn,Snacks & Munchies,Golla-Luthra,317.05,487.77,35,90,28,87,110.9675,206.0825
319388,Orange Juice,Cold Drinks & Juices,D’Alia-Dey,657.8,939.71,30,180,26,56,197.34,460.46
171602,Cola,Cold Drinks & Juices,Pal-Sehgal,883.44,1262.06,30,180,28,58,265.032,618.408
60619,Iced Tea,Cold Drinks & Juices,Bhasin LLC,726.41,1037.73,30,180,10,97,217.923,508.487
962591,Orange Juice,Cold Drinks & Juices,Murthy-Kaul,130.01,185.73,30,180,24,74,39.003,91.007
107548,Cola,Cold Drinks & Juices,"Bhandari, Bhasin and Palan",891.6,1273.71,30,180,27,53,267.48,624.12
687218,Mango Drink,Cold Drinks & Juices,"Sankaran, Pall and Gola",317.82,454.03,30,180,22,58,95.346,222.474
328457,Mango Drink,Cold Drinks & Juices,Hayre-Shere,858.57,1226.53,30,180,12,76,257.571,600.999
194682,Iced Tea,Cold Drinks & Juices,Sastry-Issac,912.29,1303.27,30,180,11,86,273.687,638.603
681063,Mango Drink,Cold Drinks & Juices,Dass and Sons,321.28,458.97,30,180,20,91,96.384,224.896
679321,Cola,Cold Drinks & Juices,Khurana-Dewan,738.46,1054.94,30,180,20,68,221.538,516.922
300159,Cola,Cold Drinks & Juices,"Basu, Rout and Mistry",44.35,63.36,30,180,20,93,13.305,31.045
378287,Lemonade,Cold Drinks & Juices,Ramesh-Jain,332.84,475.49,30,180,22,51,99.852,232.988
118820,Iced Tea,Cold Drinks & Juices,"Warrior, Ravel and Amble",12.32,17.6,30,180,12,61,3.696,8.624
667163,Orange Juice,Cold Drinks & Juices,Palla LLC,441.2,630.29,30,180,25,72,132.36,308.84
228286,Cola,Cold Drinks & Juices,Bhattacharyya PLC,179.08,255.83,30,180,26,79,53.724,125.356
561860,Orange Juice,Cold Drinks & Juices,Gupta Ltd,874.78,1249.69,30,180,21,90,262.434,612.346
712003,Cola,Cold Drinks & Juices,"Karan, Bandi and Acharya",671.68,959.54,30,180,30,54,201.504,470.176
712307,Orange Juice,Cold Drinks & Juices,Chana LLC,264.89,378.41,30,180,16,73,79.467,185.423
513199,Cola,Cold Drinks & Juices,Rastogi Inc,422.23,603.19,30,180,26,52,126.669,295.561
962054,Orange Juice,Cold Drinks & Juices,Toor-Nagar,16.86,24.09,30,180,11,74,5.058,11.802
378676,Orange Juice,Cold Drinks & Juices,Baral-Kamdar,881.42,1259.17,30,180,19,65,264.426,616.994
890232,Mango Drink,Cold Drinks & Juices,Jha Group,432,617.14,30,180,20,91,129.6,302.4
532965,Frozen Pizza,Instant & Frozen Food,Sachdev Inc,307.23,512.05,40,180,20,94,122.892,184.338
365132,Instant Noodles,Instant & Frozen Food,Dar-Kumar,229.38,382.3,40,180,19,70,91.752,137.628
689769,Frozen Vegetables,Instant & Frozen Food,Kothari-Datta,46.62,77.7,40,180,17,51,18.648,27.972
969851,Frozen Vegetables,Instant & Frozen Food,"Kara, Sodhi and Bassi",340.66,567.77,40,180,27,64,136.264,204.396
305754,Frozen Vegetables,Instant & Frozen Food,Mammen-Hegde,979.99,1633.32,40,180,22,81,391.996,587.994
398340,Instant Noodles,Instant & Frozen Food,"Nadig, Zachariah and Soni",651.93,1086.55,40,180,11,56,260.772,391.158
491314,Ice Cream,Instant & Frozen Food,Banerjee Inc,973.44,1622.4,40,180,11,71,389.376,584.064
33955,Frozen Pizza,Instant & Frozen Food,Baral Group,186.08,310.13,40,180,29,84,74.432,111.648
470449,Frozen Biryani,Instant & Frozen Food,Kohli-Sawhney,827.77,1379.62,40,180,27,57,331.108,496.662
954722,Ice Cream,Instant & Frozen Food,Mohan-Virk,616.45,1027.42,40,180,11,58,246.58,369.87
623234,Frozen Biryani,Instant & Frozen Food,Chakrabarti-Batra,329.79,549.65,40,180,13,72,131.916,197.874
131937,Frozen Pizza,Instant & Frozen Food,"Varkey, Devi and Ganguly",287.81,479.68,40,180,18,68,115.124,172.686
606256,Frozen Biryani,Instant & Frozen Food,Agate Ltd,369.28,615.47,40,180,16,57,147.712,221.568
652118,Frozen Biryani,Instant & Frozen Food,Agate and Sons,22.04,36.73,40,180,19,55,8.816,13.224
187399,Frozen Pizza,Instant & Frozen Food,Chauhan Inc,53.49,89.15,40,180,14,73,21.396,32.094
925482,Frozen Biryani,Instant & Frozen Food,Viswanathan-Sha,475.04,791.73,40,180,23,66,190.016,285.024
611575,Frozen Pizza,Instant & Frozen Food,"Bhat, Nigam and Hayer",482.06,803.43,40,180,25,87,192.824,289.236
621677,Frozen Biryani,Instant & Frozen Food,Sabharwal-Mital,317.8,529.67,40,180,15,71,127.12,190.68
306177,Frozen Biryani,Instant & Frozen Food,Som Inc,769.24,1282.07,40,180,11,54,307.696,461.544
272170,Ice Cream,Instant & Frozen Food,Purohit Group,140.8,234.67,40,180,10,92,56.32,84.48
721521,Rice,Grocery & Staples,"Ramanathan, Agarwal and Baria",417.39,491.05,15,365,20,72,62.6085,354.7815
692985,Pulses,Grocery & Staples,"Wable, Sankaran and Hari",197.39,232.22,15,365,30,86,29.6085,167.7815
487931,Sugar,Grocery & Staples,"Bahl, Jaggi and Nath",709.08,834.21,15,365,27,68,106.362,602.718
901144,Sugar,Grocery & Staples,Deo-Kamdar,340.36,400.42,15,365,12,71,51.054,289.306
764014,Salt,Grocery & Staples,"Grewal, Swamy and Dayal",612.04,720.05,15,365,30,100,91.806,520.234
53833,Rice,Grocery & Staples,Tella-Master,134.69,158.46,15,365,26,89,20.2035,114.4865
876139,Pulses,Grocery & Staples,Cherian-Dara,415.75,489.12,15,365,14,83,62.3625,353.3875
903336,Pulses,Grocery & Staples,"Vaidya, Amble and Palla",551.88,649.27,15,365,14,60,82.782,469.098
120532,Wheat Flour,Grocery & Staples,Nazareth Ltd,697.53,820.62,15,365,29,95,104.6295,592.9005
945635,Pulses,Grocery & Staples,Balasubramanian PLC,778.9,916.35,15,365,16,59,116.835,662.065
760684,Rice,Grocery & Staples,Kanda-Gupta,71.6,84.24,15,365,14,64,10.74,60.86
354409,Pulses,Grocery & Staples,Bose-Pandit,325.08,382.45,15,365,24,60,48.762,276.318
937542,Wheat Flour,Grocery & Staples,Khurana and Sons,97.04,114.16,15,365,28,93,14.556,82.484
490602,Sugar,Grocery & Staples,Raghavan Inc,549.47,646.44,15,365,20,71,82.4205,467.0495
131136,Salt,Grocery & Staples,Deshpande-Rama,37.8,44.47,15,365,29,95,5.67,32.13
287070,Wheat Flour,Grocery & Staples,"Gala, Magar and Rajagopal",443.17,521.38,15,365,20,93,66.4755,376.6945
679865,Wheat Flour,Grocery & Staples,Memon-Barad,347.91,409.31,15,365,14,85,52.1865,295.7235
317242,Pulses,Grocery & Staples,Rastogi Group,198.15,233.12,15,365,22,63,29.7225,168.4275
644847,Salt,Grocery & Staples,"Jhaveri, Kata and Kapur",622.81,732.72,15,365,24,52,93.4215,529.3885
327290,Sugar,Grocery & Staples,Nadkarni Inc,862.28,1014.45,15,365,22,65,129.342,732.938
993331,Pulses,Grocery & Staples,"Parmer, Gola and Yogi",102.44,120.52,15,365,28,86,15.366,87.074
807452,Pulses,Grocery & Staples,Naik Ltd,144.19,169.64,15,365,27,61,21.6285,122.5615
451933,Wheat Flour,Grocery & Staples,Nadig Ltd,568.94,669.34,15,365,28,98,85.341,483.599
461804,Sugar,Grocery & Staples,"Ghose, Ben and Divan",310.69,365.52,15,365,15,97,46.6035,264.0865
36412,Dish Soap,Household Care,Muni-Shankar,397.68,530.24,25,365,27,92,99.42,298.26
94225,Toilet Cleaner,Household Care,"Gulati, Ram and Sarkar",77.11,102.81,25,365,13,70,19.2775,57.8325
704868,Detergent,Household Care,"Parikh, Oak and Kara",193.46,257.95,25,365,24,58,48.365,145.095
18035,Dish Soap,Household Care,Ramesh Inc,968.94,1291.92,25,365,12,87,242.235,726.705
435929,Toilet Cleaner,Household Care,Memon Ltd,856.89,1142.52,25,365,13,71,214.2225,642.6675
820541,Toilet Cleaner,Household Care,"Borde, Peri and Upadhyay",576.22,768.29,25,365,19,71,144.055,432.165
552496,Dish Soap,Household Care,Dhar PLC,508,677.33,25,365,17,59,127,381
455755,Detergent,Household Care,Mangal-Sathe,44.09,58.79,25,365,23,53,11.0225,33.0675
91670,Dish Soap,Household Care,Barman-Ahluwalia,439.24,585.65,25,365,27,88,109.81,329.43
336847,Toilet Cleaner,Household Care,"Dayal, Mammen and More",936.98,1249.31,25,365,17,55,234.245,702.735
144124,Detergent,Household Care,Lalla-Srinivasan,162.67,216.89,25,365,11,82,40.6675,122.0025
747801,Toilet Cleaner,Household Care,Saha-Vora,277.76,370.35,25,365,23,71,69.44,208.32
589812,Detergent,Household Care,Bir PLC,163.03,217.37,25,365,22,52,40.7575,122.2725
677542,Toilet Cleaner,Household Care,Thaman-Lanka,212.61,283.48,25,365,10,52,53.1525,159.4575
604184,Toilet Cleaner,Household Care,"Gaba, Sodhi and Choudhary",397.55,530.07,25,365,24,84,99.3875,298.1625
697683,Toilet Cleaner,Household Care,"Murty, Varghese and Saxena",123.74,164.99,25,365,14,82,30.935,92.805
894539,Dish Soap,Household Care,"Pall, Sule and Sood",445.48,593.97,25,365,14,93,111.37,334.11
739534,Toilet Cleaner,Household Care,"Gera, Narang and Karpe",994.56,1326.08,25,365,14,59,248.64,745.92
968887,Dish Soap,Household Care,Keer-Gill,40.7,54.27,25,365,18,92,10.175,30.525
709916,Detergent,Household Care,Varkey LLC,33.76,45.01,25,365,30,88,8.44,25.32
739448,Dish Soap,Household Care,Mand-Choudhry,755.66,1007.55,25,365,24,79,188.915,566.745
700048,Dish Soap,Household Care,Khalsa-Bhavsar,141.28,188.37,25,365,25,98,35.32,105.96
897083,Detergent,Household Care,Dutta-Halder,972.69,1296.92,25,365,10,100,243.1725,729.5175
448752,Toilet Cleaner,Household Care,Batta-Doctor,160.07,213.43,25,365,23,96,40.0175,120.0525
365133,Dish Soap,Household Care,Hans Inc,915.45,1220.6,25,365,25,60,228.8625,686.5875
133542,Detergent,Household Care,Edwin-Lall,68.49,91.32,25,365,21,72,17.1225,51.3675
767398,Dish Soap,Household Care,"Arya, Sundaram and Pingle",22.14,29.52,25,365,15,57,5.535,16.605
863930,Shampoo,Personal Care,"Sathe, Agarwal and Dhar",242.57,373.18,35,365,26,72,84.8995,157.6705
473647,Toothpaste,Personal Care,Ben-Ravi,43.05,66.23,35,365,18,82,15.0675,27.9825
9436,Toothpaste,Personal Care,Naidu PLC,88.43,136.05,35,365,19,76,30.9505,57.4795
385113,Lotion,Personal Care,"Sampath, Mane and Mody",816.38,1255.97,35,365,21,50,285.733,530.647
112390,Toothpaste,Personal Care,"Kibe, Contractor and Randhawa",877.98,1350.74,35,365,23,85,307.293,570.687
647462,Lotion,Personal Care,"Balan, Samra and Sekhon",326.42,502.18,35,365,22,64,114.247,212.173
34200,Lotion,Personal Care,Munshi-Grewal,319.8,492,35,365,19,75,111.93,207.87
753354,Shampoo,Personal Care,Sant-Mahajan,423.56,651.63,35,365,20,52,148.246,275.314
490939,Lotion,Personal Care,"Roy, Barad and De",80.25,123.46,35,365,12,67,28.0875,52.1625
672059,Toothpaste,Personal Care,Kaur-Gola,672.73,1034.97,35,365,25,81,235.4555,437.2745
803607,Soap,Personal Care,"Kadakia, Mohan and Sathe",949.73,1461.12,35,365,21,98,332.4055,617.3245
124290,Lotion,Personal Care,Sachdev Group,39.65,61,35,365,23,71,13.8775,25.7725
140489,Soap,Personal Care,"Biswas, Kapoor and Patel",650.2,1000.31,35,365,28,95,227.57,422.63
799688,Lotion,Personal Care,Arora LLC,309.62,476.34,35,365,22,90,108.367,201.253
859361,Shampoo,Personal Care,Mitter Group,432.39,665.22,35,365,25,77,151.3365,281.0535
492958,Lotion,Personal Care,Acharya PLC,84.2,129.54,35,365,26,88,29.47,54.73
63769,Lotion,Personal Care,Dalal-Shan,878.07,1350.88,35,365,27,69,307.3245,570.7455
684939,Lotion,Personal Care,"Sibal, Bhatnagar and Rajan",727.95,1119.92,35,365,22,50,254.7825,473.1675
219598,Shampoo,Personal Care,Arora-Magar,367.08,564.74,35,365,28,83,128.478,238.602
140154,Shampoo,Personal Care,Malhotra LLC,171.2,263.38,35,365,24,59,59.92,111.28
449106,Soap,Personal Care,"Shere, Thakur and Naik",48.55,74.69,35,365,30,95,16.9925,31.5575
256051,Lotion,Personal Care,"Mannan, Naidu and Sama",400.92,616.8,35,365,17,100,140.322,260.598
615545,Soap,Personal Care,Barman Inc,448.16,689.48,35,365,20,67,156.856,291.304
366066,Soap,Personal Care,Mandal LLC,918.58,1413.2,35,365,16,52,321.503,597.077
600767,Toothpaste,Personal Care,Balan Group,722.42,1111.42,35,365,22,68,252.847,469.573
784827,Baby Wipes,Baby Care,Balakrishnan Ltd,274.25,391.79,30,365,26,77,82.275,191.975
6405,Baby Food,Baby Care,Kashyap-Reddy,236.51,337.87,30,365,11,81,70.953,165.557
853932,Baby Wipes,Baby Care,Ranganathan-Peri,941.19,1344.56,30,365,21,94,282.357,658.833
970529,Diapers,Baby Care,"Kurian, Patla and Sanghvi",827.44,1182.06,30,365,19,84,248.232,579.208
51036,Baby Food,Baby Care,Karnik PLC,931.61,1330.87,30,365,12,86,279.483,652.127
820973,Baby Wipes,Baby Care,Lall LLC,114.52,163.6,30,365,29,56,34.356,80.164
367391,Baby Wipes,Baby Care,Talwar and Sons,939.55,1342.21,30,365,18,52,281.865,657.685
433521,Diapers,Baby Care,Mahal Group,321.33,459.04,30,365,27,58,96.399,224.931
927651,Baby Wipes,Baby Care,Narula Group,426.72,609.6,30,365,15,60,128.016,298.704
930284,Baby Food,Baby Care,"Garg, Saraf and Dutta",189.47,270.67,30,365,20,58,56.841,132.629
4452,Baby Wipes,Baby Care,Morar-Mistry,169.88,242.69,30,365,27,100,50.964,118.916
82484,Baby Food,Baby Care,Mallick PLC,914.88,1306.97,30,365,12,73,274.464,640.416
440875,Baby Wipes,Baby Care,Loyal Inc,275.03,392.9,30,365,15,80,82.509,192.521
432617,Baby Wipes,Baby Care,Dora-Pillai,863.18,1233.11,30,365,17,97,258.954,604.226
953175,Baby Food,Baby Care,Sehgal-Nagarajan,225.21,321.73,30,365,11,73,67.563,157.647
57405,Baby Food,Baby Care,Srinivas PLC,607.67,868.1,30,365,21,64,182.301,425.369
707935,Cat Food,Pet Care,"Anne, Mammen and Khatri",820.9,1262.92,35,365,30,97,287.315,533.585
942001,Cat Food,Pet Care,Acharya Ltd,671.55,1033.15,35,365,20,84,235.0425,436.5075
585299,Pet Treats,Pet Care,"Sharma, Chandra and Prashad",799.46,1229.94,35,365,13,50,279.811,519.649
120385,Pet Treats,Pet Care,Dubey-Sarin,597.91,919.86,35,365,28,73,209.2685,388.6415
52729,Cat Food,Pet Care,Saini LLC,316.02,486.18,35,365,25,100,110.607,205.413
661577,Cat Food,Pet Care,Majumdar PLC,720.95,1109.15,35,365,28,95,252.3325,468.6175
951463,Pet Treats,Pet Care,Balakrishnan-Kaur,787.4,1211.38,35,365,16,82,275.59,511.81
373536,Dog Food,Pet Care,Chauhan-Sabharwal,494.17,760.26,35,365,14,64,172.9595,321.2105
243235,Cat Food,Pet Care,Batta Inc,109.03,167.74,35,365,14,71,38.1605,70.8695
564692,Cat Food,Pet Care,"Krishna, Bail and Dyal",215.65,331.77,35,365,25,82,75.4775,140.1725
131748,Dog Food,Pet Care,"Shroff, Wason and Dugar",81.35,125.15,35,365,30,53,28.4725,52.8775
256783,Pet Treats,Pet Care,"Basu, Thakur and Rege",906.54,1394.68,35,365,16,98,317.289,589.251
186168,Dog Food,Pet Care,"Parekh, Lad and Kadakia",878.8,1352,35,365,13,75,307.58,571.22
537274,Pet Treats,Pet Care,Lal-Chauhan,702.71,1081.09,35,365,17,67,245.9485,456.7615
525531,Dog Food,Pet Care,Sandal PLC,831.1,1278.62,35,365,28,65,290.885,540.215
913428,Pet Treats,Pet Care,Narayanan-Kumar,392.22,603.42,35,365,30,98,137.277,254.943
757274,Pet Treats,Pet Care,"Minhas, Kapoor and Sethi",98.32,151.26,35,365,27,95,34.412,63.908
726958,Cat Food,Pet Care,Doctor-Patla,887.48,1365.35,35,365,18,79,310.618,576.862
642612,Pet Treats,Pet Care,Pillay-Ahuja,517.03,795.43,35,365,16,57,180.9605,336.0695
613942,Pet Treats,Pet Care,"Dyal, Saraf and Goel",545,838.46,35,365,28,72,190.75,354.25
784673,Dog Food,Pet Care,Ramanathan Group,491.39,755.98,35,365,21,84,171.9865,319.4035
425341,Pet Treats,Pet Care,"Mani, Dhar and Muni",486.28,748.12,35,365,21,68,170.198,316.082
771228,Pet Treats,Pet Care,Raja and Sons,83.18,127.97,35,365,25,73,29.113,54.067
760828,Pet Treats,Pet Care,"Khurana, Khosla and Yohannan",563.45,866.85,35,365,23,93,197.2075,366.2425
723678,Dog Food,Pet Care,"Lall, Datta and Swamy",675.46,1039.17,35,365,14,97,236.411,439.049
451812,Pain Reliever,Pharmacy,"Batra, Sant and Mandal",530.85,663.56,20,365,29,63,106.17,424.68
677169,Cough Syrup,Pharmacy,Char-Divan,261.03,326.29,20,365,12,77,52.206,208.824
274207,Cough Syrup,Pharmacy,"Savant, Batta and Mander",328.51,410.64,20,365,25,51,65.702,262.808
706112,Vitamins,Pharmacy,"Magar, Gara and Garg",478.79,598.49,20,365,12,77,95.758,383.032
557908,Vitamins,Pharmacy,Sundaram Inc,942.37,1177.96,20,365,14,53,188.474,753.896
587645,Vitamins,Pharmacy,"Sura, Pillay and Mammen",801.81,1002.26,20,365,18,90,160.362,641.448
837480,Cough Syrup,Pharmacy,Edwin and Sons,217.4,271.75,20,365,22,82,43.48,173.92
566052,Pain Reliever,Pharmacy,"Apte, Soman and Raju",87.3,109.12,20,365,14,53,17.46,69.84
137909,Cough Syrup,Pharmacy,Dalal PLC,864.3,1080.37,20,365,23,65,172.86,691.44
799459,Vitamins,Pharmacy,"Garg, Kari and Kapur",852.02,1065.02,20,365,29,66,170.404,681.616
264803,Vitamins,Pharmacy,Gole-Doshi,995.98,1244.97,20,365,17,69,199.196,796.784
851978,Vitamins,Pharmacy,Parsa-Bala,715.72,894.65,20,365,28,92,143.144,572.576
992178,Pain Reliever,Pharmacy,Basu and Sons,632.43,790.54,20,365,16,89,126.486,505.944
56589,Vitamins,Pharmacy,"Pai, Kashyap and Ramachandran",517.77,647.21,20,365,16,85,103.554,414.216
26060,Vitamins,Pharmacy,Shah and Sons,342.94,428.67,20,365,25,57,68.588,274.352
33797,Pain Reliever,Pharmacy,Gaba LLC,888.12,1110.15,20,365,12,51,177.624,710.496
